position,name,title,description,semantic_type,semantic_type_basis,source_kind,section,codebook_pages,special_values,blank_meaning,temporal_role,leakage_risk,leakage_reason,competition_use,staff_question,train_missing_fraction,test_missing_fraction,missing_fraction_difference,train_unique_count,train_top_values,test_top_values,train_min,train_max,exact_duplicate_of
268,FRUTDA1_,Computed Fruit intake in times per day,Fruit intake in times per day,count,"The variable records a number, duration, or frequency",derived,10.2,[120],"[{""code"": ""BLANK"", ""label"": ""Don’t know/Not Sure Or Refused/Missing""}]",Don’t know/Not Sure Or Refused/Missing,contemporaneous,none,,include,,0.08206073719658068,0.08324266998235492,0.0011819327857742479,122,"[{""value"": ""1.0"", ""count"": 89520, ""fraction"": 0.27281454279488626}, {""value"": ""2.0"", ""count"": 41210, ""fraction"": 0.12558855349170311}, {""value"": ""<MISSING>"", ""count"": 26927, ""fraction"": 0.08206073719658068}, {""value"": ""0.43"", ""count"": 19434, ""fraction"": 0.059225623600042666}, {""value"": ""0.29"", ""count"": 15470, ""fraction"": 0.04714522985966142}, {""value"": ""3.0"", ""count"": 15129, ""fraction"": 0.046106023435476255}, {""value"": ""0.0"", ""count"": 12035, ""fraction"": 0.03667697746354397}, {""value"": ""0.57"", ""count"": 11030, ""fraction"": 0.03361421366205982}, {""value"": ""0.67"", ""count"": 10774, ""fraction"": 0.03283404696237829}, {""value"": ""0.5"", ""count"": 9816, ""fraction"": 0.0299145168909138}]","[{""value"": ""1.0"", ""count"": 29732, ""fraction"": 0.27182548752502766}, {""value"": ""2.0"", ""count"": 13661, ""fraction"": 0.12489600380328948}, {""value"": ""<MISSING>"", ""count"": 9105, ""fraction"": 0.08324266998235492}, {""value"": ""0.43"", ""count"": 6476, ""fraction"": 0.0592069775733916}, {""value"": ""0.29"", ""count"": 5133, ""fraction"": 0.046928569469459405}, {""value"": ""3.0"", ""count"": 5100, ""fraction"": 0.04662686621746405}, {""value"": ""0.0"", ""count"": 3974, ""fraction"": 0.03633238555847101}, {""value"": ""0.57"", ""count"": 3711, ""fraction"": 0.033927902065295897}, {""value"": ""0.67"", ""count"": 3439, ""fraction"": 0.03144113586703115}, {""value"": ""0.5"", ""count"": 3335, ""fraction"": 0.030490313497106392}]",0.0,99.0,
269,BEANDAY_,Computed Bean intake in times per day,Bean intake in times per day,count,"The variable records a number, duration, or frequency",derived,10.3,[120],"[{""code"": ""BLANK"", ""label"": ""Don’t know/Not Sure Or Refused/Missing""}]",Don’t know/Not Sure Or Refused/Missing,contemporaneous,none,,include,,0.08954241394547975,0.09094981669241811,0.0014074027469383604,97,"[{""value"": ""0.0"", ""count"": 50956, ""fraction"": 0.15528974355067274}, {""value"": ""0.14"", ""count"": 31846, ""fraction"": 0.09705151842991451}, {""value"": ""0.29"", ""count"": 30505, ""fraction"": 0.09296478583509836}, {""value"": ""<MISSING>"", ""count"": 29382, ""fraction"": 0.08954241394547975}, {""value"": ""0.07"", ""count"": 24554, ""fraction"": 0.07482895759367333}, {""value"": ""0.43"", ""count"": 21624, ""fraction"": 0.06589970591372453}, {""value"": ""0.03"", ""count"": 15951, ""fraction"": 0.04861108994773493}, {""value"": ""0.17"", ""count"": 15907, ""fraction"": 0.04847699879622716}, {""value"": ""0.1"", ""count"": 15751, ""fraction"": 0.04800158471360873}, {""value"": ""1.0"", ""count"": 15731, ""fraction"": 0.04794063419019611}]","[{""value"": ""0.0"", ""count"": 17069, ""fraction"": 0.15605372146390076}, {""value"": ""0.14"", ""count"": 10579, ""fraction"": 0.09671874857148081}, {""value"": ""0.29"", ""count"": 10144, ""fraction"": 0.09274175115881476}, {""value"": ""<MISSING>"", ""count"": 9948, ""fraction"": 0.09094981669241811}, {""value"": ""0.07"", ""count"": 8135, ""fraction"": 0.07437442287824902}, {""value"": ""0.43"", ""count"": 7110, ""fraction"": 0.06500333702081752}, {""value"": ""0.17"", ""count"": 5343, ""fraction"": 0.048848499254884395}, {""value"": ""0.1"", ""count"": 5330, ""fraction"": 0.0487296464586438}, {""value"": ""1.0"", ""count"": 5212, ""fraction"": 0.047650828769690706}, {""value"": ""0.03"", ""count"": 5134, ""fraction"": 0.04693771199224714}]",0.0,99.0,
270,GRENDAY_,Computed Dark Green Vegetable intake in times per day,Dark green vegetable intake in times per day,count,"The variable records a number, duration, or frequency",derived,10.4,[120],"[{""code"": ""BLANK"", ""label"": ""Don’t know/Not Sure Or Refused/Missing""}]",Don’t know/Not Sure Or Refused/Missing,contemporaneous,none,,include,,0.08500464747741021,0.08684482396072372,0.0018401764833135131,103,"[{""value"": ""1.0"", ""count"": 50667, ""fraction"": 0.1544090084873604}, {""value"": ""0.43"", ""count"": 28567, ""fraction"": 0.0870586801164155}, {""value"": ""<MISSING>"", ""count"": 27893, ""fraction"": 0.08500464747741021}, {""value"": ""0.29"", ""count"": 26615, ""fraction"": 0.08110990903134381}, {""value"": ""0.0"", ""count"": 23287, ""fraction"": 0.07096774193548387}, {""value"": ""0.14"", ""count"": 19799, ""fraction"": 0.06033797065232298}, {""value"": ""0.57"", ""count"": 16478, ""fraction"": 0.050217136239657456}, {""value"": ""0.67"", ""count"": 13694, ""fraction"": 0.04173282338062078}, {""value"": ""2.0"", ""count"": 13098, ""fraction"": 0.03991649778292471}, {""value"": ""0.5"", ""count"": 12678, ""fraction"": 0.038636536791259696}]","[{""value"": ""1.0"", ""count"": 16779, ""fraction"": 0.1534023898554567}, {""value"": ""0.43"", ""count"": 9581, ""fraction"": 0.08759451082931824}, {""value"": ""<MISSING>"", ""count"": 9499, ""fraction"": 0.08684482396072372}, {""value"": ""0.29"", ""count"": 8757, ""fraction"": 0.08006107205222208}, {""value"": ""0.0"", ""count"": 7694, ""fraction"": 0.07034257032885655}, {""value"": ""0.14"", ""count"": 6623, ""fraction"": 0.06055092842318909}, {""value"": ""0.57"", ""count"": 5486, ""fraction"": 0.05015588001353093}, {""value"": ""0.67"", ""count"": 4497, ""fraction"": 0.041113924976458}, {""value"": ""2.0"", ""count"": 4320, ""fraction"": 0.03949569844302837}, {""value"": ""0.33"", ""count"": 4193, ""fraction"": 0.03833459804898564}]",0.0,99.0,
271,ORNGDAY_,Computed Orange-Colored Vegetable intake in times per day,Orange-colored vegetable intake in times per day,count,"The variable records a number, duration, or frequency",derived,10.5,[121],"[{""code"": ""BLANK"", ""label"": ""Don’t know/Not Sure Or Refused/Missing""}]",Don’t know/Not Sure Or Refused/Missing,contemporaneous,none,,include,,0.08825026284913222,0.08901160186141764,0.0007613390122854224,93,"[{""value"": ""0.0"", ""count"": 44094, ""fraction"": 0.1343776189678029}, {""value"": ""0.14"", ""count"": 37359, ""fraction"": 0.11385253020860317}, {""value"": ""0.29"", ""count"": 31473, ""fraction"": 0.09591479116826916}, {""value"": ""<MISSING>"", ""count"": 28958, ""fraction"": 0.08825026284913222}, {""value"": ""0.07"", ""count"": 23358, ""fraction"": 0.07118411629359866}, {""value"": ""0.43"", ""count"": 21629, ""fraction"": 0.06591494354457769}, {""value"": ""1.0"", ""count"": 19574, ""fraction"": 0.059652277263931006}, {""value"": ""0.17"", ""count"": 16825, ""fraction"": 0.05127462782086641}, {""value"": ""0.03"", ""count"": 15891, ""fraction"": 0.04842823837749707}, {""value"": ""0.33"", ""count"": 14620, ""fraction"": 0.044554832614625076}]","[{""value"": ""0.0"", ""count"": 14769, ""fraction"": 0.13502591905210323}, {""value"": ""0.14"", ""count"": 12539, ""fraction"": 0.1146380932354474}, {""value"": ""0.29"", ""count"": 10410, ""fraction"": 0.09517366222035309}, {""value"": ""<MISSING>"", ""count"": 9736, ""fraction"": 0.08901160186141764}, {""value"": ""0.07"", ""count"": 7845, ""fraction"": 0.07172309126980499}, {""value"": ""0.43"", ""count"": 7085, ""fraction"": 0.06477477395112408}, {""value"": ""1.0"", ""count"": 6391, ""fraction"": 0.05842986313643387}, {""value"": ""0.17"", ""count"": 5615, ""fraction"": 0.05133526545314914}, {""value"": ""0.03"", ""count"": 5307, ""fraction"": 0.048519368434525825}, {""value"": ""0.33"", ""count"": 4950, ""fraction"": 0.04525548779930334}]",0.0,99.0,
272,VEGEDA1_,Computed Other Vegetable intake in times per day,Other vegetable intake in times per day,count,"The variable records a number, duration, or frequency",derived,10.6,[121],"[{""code"": ""BLANK"", ""label"": ""Don’t know/Not Sure Or Refused/Missing""}]",Don’t know/Not Sure Or Refused/Missing,contemporaneous,none,,include,,0.09323296813811388,0.0938297113705556,0.0005967432324417155,118,"[{""value"": ""1.0"", ""count"": 89571, ""fraction"": 0.27296996662958845}, {""value"": ""<MISSING>"", ""count"": 30593, ""fraction"": 0.09323296813811388}, {""value"": ""0.43"", ""count"": 24335, ""fraction"": 0.07416154936230515}, {""value"": ""2.0"", ""count"": 24007, ""fraction"": 0.07316196077833818}, {""value"": ""0.29"", ""count"": 19548, ""fraction"": 0.0595730415834946}, {""value"": ""0.67"", ""count"": 16494, ""fraction"": 0.05026589665838756}, {""value"": ""0.57"", ""count"": 15806, ""fraction"": 0.048169198652993434}, {""value"": ""0.71"", ""count"": 13054, ""fraction"": 0.039782406631416946}, {""value"": ""0.5"", ""count"": 12592, ""fraction"": 0.03837444954058543}, {""value"": ""0.14"", ""count"": 11104, ""fraction"": 0.033839730598686515}]","[{""value"": ""1.0"", ""count"": 30070, ""fraction"": 0.27491566022728314}, {""value"": ""<MISSING>"", ""count"": 10263, ""fraction"": 0.0938297113705556}, {""value"": ""2.0"", ""count"": 8084, ""fraction"": 0.07390815421607438}, {""value"": ""0.43"", ""count"": 8045, ""fraction"": 0.0735515958273526}, {""value"": ""0.29"", ""count"": 6426, ""fraction"": 0.0587498514340047}, {""value"": ""0.57"", ""count"": 5419, ""fraction"": 0.04954333098675248}, {""value"": ""0.67"", ""count"": 5410, ""fraction"": 0.04946104828166284}, {""value"": ""0.5"", ""count"": 4222, ""fraction"": 0.03859973120983004}, {""value"": ""0.71"", ""count"": 4076, ""fraction"": 0.03726492288282029}, {""value"": ""0.33"", ""count"": 3666, ""fraction"": 0.033516488539847684}]",0.0,99.0,
273,_MISFRTN,The number of missing fruit responses,The number of missing fruit responses,count,"The variable records a number, duration, or frequency",derived,10.7,[121],"[{""code"": ""0"", ""label"": ""No missing fruit responses""}, {""code"": ""1 - 2"", ""label"": ""Has 1 or 2 missing fruit responses""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""0"", ""count"": 296020, ""fraction"": 0.9021286970301857}, {""value"": ""2"", ""count"": 23178, ""fraction"": 0.07063556158288509}, {""value"": ""1"", ""count"": 8937, ""fraction"": 0.02723574138692916}]","[{""value"": ""0"", ""count"": 98476, ""fraction"": 0.9003190740452921}, {""value"": ""2"", ""count"": 7804, ""fraction"": 0.07134824783550774}, {""value"": ""1"", ""count"": 3099, ""fraction"": 0.028332678119200212}]",0.0,2.0,
274,_MISVEGN,The number of missing vegetable responses,The number of missing vegetable responses,count,"The variable records a number, duration, or frequency",derived,10.8,[122],"[{""code"": ""0"", ""label"": ""No missing vegetable responses""}, {""code"": ""1 - 4"", ""label"": ""Has 1, 2, 3, or 4 missing vegetable responses""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,5,"[{""value"": ""0"", ""count"": 290530, ""fraction"": 0.8853977783534216}, {""value"": ""4"", ""count"": 24512, ""fraction"": 0.07470096149450683}, {""value"": ""1"", ""count"": 8976, ""fraction"": 0.027354594907583768}, {""value"": ""2"", ""count"": 2549, ""fraction"": 0.007768144208938395}, {""value"": ""3"", ""count"": 1568, ""fraction"": 0.004778521035549392}]","[{""value"": ""0"", ""count"": 96692, ""fraction"": 0.8840088133919674}, {""value"": ""4"", ""count"": 8255, ""fraction"": 0.07547152561277759}, {""value"": ""1"", ""count"": 2995, ""fraction"": 0.027381855749275454}, {""value"": ""2"", ""count"": 880, ""fraction"": 0.008045420053209483}, {""value"": ""3"", ""count"": 557, ""fraction"": 0.005092385192770093}]",0.0,4.0,
275,_FRTRESP,Missing any fruit responses,Missing any fruit responses,categorical,A small set of documented response categories,derived,10.9,[122],"[{""code"": ""0"", ""label"": ""Not Included - Missing Fruit Responses""}, {""code"": ""1"", ""label"": ""Included - Not Missing Fruit Responses""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,2,"[{""value"": ""1"", ""count"": 296020, ""fraction"": 0.9021286970301857}, {""value"": ""0"", ""count"": 32115, ""fraction"": 0.09787130296981425}]","[{""value"": ""1"", ""count"": 98476, ""fraction"": 0.9003190740452921}, {""value"": ""0"", ""count"": 10903, ""fraction"": 0.09968092595470794}]",0.0,1.0,
276,_VEGRESP,Missing any vegetable responses,Missing any vegetable responses,categorical,A small set of documented response categories,derived,10.10,[122],"[{""code"": ""0"", ""label"": ""Not Included - Missing Vegetable Responses""}, {""code"": ""1"", ""label"": ""Included - Not Missing Vegetable Responses""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,2,"[{""value"": ""1"", ""count"": 290530, ""fraction"": 0.8853977783534216}, {""value"": ""0"", ""count"": 37605, ""fraction"": 0.11460222164657839}]","[{""value"": ""1"", ""count"": 96692, ""fraction"": 0.8840088133919674}, {""value"": ""0"", ""count"": 12687, ""fraction"": 0.11599118660803262}]",0.0,1.0,
277,_FRUTSUM,Total fruits consumed per day,Total fruits consumed per day,continuous,The codebook documents a numeric value range,derived,10.11,[122],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.09787130296981425,0.09968092595470794,0.0018096229848936912,>256,[],[],0.0,150.0,
278,_VEGESUM,Total vegetables consumed per day,Total vegetables consumed per day,continuous,The codebook documents a numeric value range,derived,10.12,[123],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.11460222164657839,0.11599118660803262,0.0013889649614542282,>256,[],[],0.0,199.29,
279,_FRTLT1,Consume Fruit 1 or more times per day,Consume Fruit 1 or more times per day,binary,Two documented substantive responses,derived,10.13,[123],"[{""code"": ""9"", ""label"": ""Don´t know, refused or missing values""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""1"", ""count"": 184582, ""fraction"": 0.5625184756274094}, {""value"": ""2"", ""count"": 111438, ""fraction"": 0.3396102214027763}, {""value"": ""9"", ""count"": 32115, ""fraction"": 0.09787130296981425}]","[{""value"": ""1"", ""count"": 61342, ""fraction"": 0.5608206328454274}, {""value"": ""2"", ""count"": 37134, ""fraction"": 0.33949844119986466}, {""value"": ""9"", ""count"": 10903, ""fraction"": 0.09968092595470794}]",1.0,9.0,
280,_VEGLT1,Consume Vegetables 1 or more times per day,Consume Vegetables 1 or more times per day,binary,Two documented substantive responses,derived,10.14,[123],"[{""code"": ""9"", ""label"": ""Don´t know, refused or missing values""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""1"", ""count"": 230599, ""fraction"": 0.7027564874213358}, {""value"": ""2"", ""count"": 59931, ""fraction"": 0.1826412909320859}, {""value"": ""9"", ""count"": 37605, ""fraction"": 0.11460222164657839}]","[{""value"": ""1"", ""count"": 76691, ""fraction"": 0.7011492151144186}, {""value"": ""2"", ""count"": 20001, ""fraction"": 0.18285959827754872}, {""value"": ""9"", ""count"": 12687, ""fraction"": 0.11599118660803262}]",1.0,9.0,
281,_FRT16,Reported consuming Fruit >16 per day,Reported consuming Fruit >16 per day,binary,Two documented substantive responses,derived,10.15,[124],[],No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,2,"[{""value"": ""1"", ""count"": 328065, ""fraction"": 0.9997866731680558}, {""value"": ""0"", ""count"": 70, ""fraction"": 0.00021332683194416933}]","[{""value"": ""1"", ""count"": 109360, ""fraction"": 0.999826292067033}, {""value"": ""0"", ""count"": 19, ""fraction"": 0.00017370793296702291}]",0.0,1.0,
282,_VEG23,Reported consuming Vegetables >23 per day,Reported consuming Vegetables >23 per day,binary,Two documented substantive responses,derived,10.16,[124],[],No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,2,"[{""value"": ""1"", ""count"": 328096, ""fraction"": 0.9998811464793453}, {""value"": ""0"", ""count"": 39, ""fraction"": 0.00011885352065460863}]","[{""value"": ""1"", ""count"": 109371, ""fraction"": 0.9999268598176981}, {""value"": ""0"", ""count"": 8, ""fraction"": 7.314018230190439e-05}]",0.0,1.0,
283,_FRUITEX,Fruit Exclusion from analyses,Fruit Exclusion from analyses,categorical,A small set of documented response categories,derived,10.17,[124],"[{""code"": ""0"", ""label"": ""No missing values and in accepted range""}, {""code"": ""1"", ""label"": ""Missing Fruit responses""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""0"", ""count"": 295950, ""fraction"": 0.9019153701982415}, {""value"": ""1"", ""count"": 32115, ""fraction"": 0.09787130296981425}, {""value"": ""2"", ""count"": 70, ""fraction"": 0.00021332683194416933}]","[{""value"": ""0"", ""count"": 98457, ""fraction"": 0.900145366112325}, {""value"": ""1"", ""count"": 10903, ""fraction"": 0.09968092595470794}, {""value"": ""2"", ""count"": 19, ""fraction"": 0.00017370793296702291}]",0.0,2.0,
284,_VEGETEX,Vegetable Exclusion from analyses,Vegetable Exclusion from analyses,categorical,A small set of documented response categories,derived,10.18,[125],"[{""code"": ""0"", ""label"": ""No missing values and in accepted range""}, {""code"": ""1"", ""label"": ""Missing Vegetable responses""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""0"", ""count"": 290491, ""fraction"": 0.885278924832767}, {""value"": ""1"", ""count"": 37605, ""fraction"": 0.11460222164657839}, {""value"": ""2"", ""count"": 39, ""fraction"": 0.00011885352065460863}]","[{""value"": ""0"", ""count"": 96684, ""fraction"": 0.8839356732096655}, {""value"": ""1"", ""count"": 12687, ""fraction"": 0.11599118660803262}, {""value"": ""2"", ""count"": 8, ""fraction"": 7.314018230190439e-05}]",0.0,2.0,
285,_TOTINDA,Leisure Time Physical Activity Calculated Variable,Adults who reported doing physical activity or exercise during the past 30 days other than their regular job,binary,Two documented substantive responses,derived,11.1,[125],"[{""code"": ""9"", ""label"": ""Don’t know/Refused/Missing""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""1"", ""count"": 220487, ""fraction"": 0.6719399027839151}, {""value"": ""2"", ""count"": 79581, ""fraction"": 0.24252518018498484}, {""value"": ""9"", ""count"": 28067, ""fraction"": 0.0855349170311}]","[{""value"": ""1"", ""count"": 73472, ""fraction"": 0.6717194342606899}, {""value"": ""2"", ""count"": 26474, ""fraction"": 0.24203914828257708}, {""value"": ""9"", ""count"": 9433, ""fraction"": 0.08624141745673301}]",1.0,9.0,
286,METVL11_,Activity MET Value for First Activity,Activity MET Value for First Activity,continuous,Measured or calculated continuous quantity,derived,11.2,[125],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.3313483779541957,0.33148959123780614,0.00014121328361044183,30,"[{""value"": ""3.5"", ""count"": 123659, ""fraction"": 0.37685403873405765}, {""value"": ""<MISSING>"", ""count"": 108727, ""fraction"": 0.3313483779541957}, {""value"": ""6.0"", ""count"": 19148, ""fraction"": 0.058354031115242205}, {""value"": ""5.0"", ""count"": 16238, ""fraction"": 0.04948572995870602}, {""value"": ""0.0"", ""count"": 10969, ""fraction"": 0.03342831456565133}, {""value"": ""6.8"", ""count"": 10423, ""fraction"": 0.03176436527648681}, {""value"": ""4.5"", ""count"": 8931, ""fraction"": 0.027217456229905373}, {""value"": ""7.3"", ""count"": 6099, ""fraction"": 0.018586862114678408}, {""value"": ""3.8"", ""count"": 4129, ""fraction"": 0.012583235558535358}, {""value"": ""7.0"", ""count"": 3697, ""fraction"": 0.01126670425282277}]","[{""value"": ""3.5"", ""count"": 40911, ""fraction"": 0.3740297497691513}, {""value"": ""<MISSING>"", ""count"": 36258, ""fraction"": 0.33148959123780614}, {""value"": ""6.0"", ""count"": 6429, ""fraction"": 0.05877727900236791}, {""value"": ""5.0"", ""count"": 5519, ""fraction"": 0.05045758326552629}, {""value"": ""0.0"", ""count"": 3684, ""fraction"": 0.03368105395002697}, {""value"": ""6.8"", ""count"": 3511, ""fraction"": 0.03209939750774829}, {""value"": ""4.5"", ""count"": 2984, ""fraction"": 0.027281287998610338}, {""value"": ""7.3"", ""count"": 2078, ""fraction"": 0.018998162352919665}, {""value"": ""3.8"", ""count"": 1425, ""fraction"": 0.01302809497252672}, {""value"": ""7.0"", ""count"": 1238, ""fraction"": 0.011318443211219704}]",0.0,12.8,
287,METVL21_,Activity MET Value for Second Activity,Activity MET Value for Second Activity,continuous,Measured or calculated continuous quantity,derived,11.3,[126],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.34261812973318906,0.342314338218488,0.00030379151470105725,30,"[{""value"": ""<MISSING>"", ""count"": 112425, ""fraction"": 0.34261812973318906}, {""value"": ""0.0"", ""count"": 86896, ""fraction"": 0.2648178341231505}, {""value"": ""3.5"", ""count"": 34685, ""fraction"": 0.1057034452283359}, {""value"": ""5.0"", ""count"": 13488, ""fraction"": 0.0411050329894708}, {""value"": ""6.0"", ""count"": 12347, ""fraction"": 0.03762780562878084}, {""value"": ""4.5"", ""count"": 11281, ""fraction"": 0.0343791427308882}, {""value"": ""3.3"", ""count"": 10838, ""fraction"": 0.03302908863729867}, {""value"": ""6.8"", ""count"": 10371, ""fraction"": 0.031605893915614}, {""value"": ""4.0"", ""count"": 7669, ""fraction"": 0.023371478202569063}, {""value"": ""3.8"", ""count"": 5156, ""fraction"": 0.015713044935773385}]","[{""value"": ""<MISSING>"", ""count"": 37442, ""fraction"": 0.342314338218488}, {""value"": ""0.0"", ""count"": 29061, ""fraction"": 0.2656908547344554}, {""value"": ""3.5"", ""count"": 11779, ""fraction"": 0.10768977591676647}, {""value"": ""5.0"", ""count"": 4497, ""fraction"": 0.041113924976458}, {""value"": ""6.0"", ""count"": 4050, ""fraction"": 0.037027217290339094}, {""value"": ""4.5"", ""count"": 3691, ""fraction"": 0.03374505160954114}, {""value"": ""3.3"", ""count"": 3588, ""fraction"": 0.03280337176240412}, {""value"": ""6.8"", ""count"": 3517, ""fraction"": 0.03215425264447472}, {""value"": ""4.0"", ""count"": 2436, ""fraction"": 0.022271185510929888}, {""value"": ""3.8"", ""count"": 1655, ""fraction"": 0.01513087521370647}]",0.0,12.8,
288,MAXVO2_,Estimated Age-Gender Specific Maximum Oxygen Consumption,Estimated Age-Gender Specific Maximum Oxygen Consumption,continuous,Measured or calculated continuous quantity,derived,11.4,[126],"[{""code"": ""99900"", ""label"": ""Don’t know/Not Sure/Refused/Missing""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,163,"[{""value"": ""22.84"", ""count"": 4529, ""fraction"": 0.013802246026787755}, {""value"": ""25.8"", ""count"": 4523, ""fraction"": 0.013783960869763969}, {""value"": ""25.06"", ""count"": 4515, ""fraction"": 0.013759580660398922}, {""value"": ""23.95"", ""count"": 4478, ""fraction"": 0.013646822192085574}, {""value"": ""23.21"", ""count"": 4478, ""fraction"": 0.013646822192085574}, {""value"": ""23.58"", ""count"": 4194, ""fraction"": 0.012781324759626374}, {""value"": ""24.69"", ""count"": 4186, ""fraction"": 0.012756944550261325}, {""value"": ""26.54"", ""count"": 4177, ""fraction"": 0.012729516814725646}, {""value"": ""26.17"", ""count"": 4122, ""fraction"": 0.012561902875340942}, {""value"": ""24.32"", ""count"": 4094, ""fraction"": 0.012476572142563274}]","[{""value"": ""23.95"", ""count"": 1541, ""fraction"": 0.014088627615904332}, {""value"": ""22.84"", ""count"": 1521, ""fraction"": 0.013905777160149572}, {""value"": ""23.21"", ""count"": 1466, ""fraction"": 0.013402938406823979}, {""value"": ""25.06"", ""count"": 1434, ""fraction"": 0.013110377677616362}, {""value"": ""25.8"", ""count"": 1434, ""fraction"": 0.013110377677616362}, {""value"": ""23.58"", ""count"": 1389, ""fraction"": 0.01269896415216815}, {""value"": ""24.32"", ""count"": 1388, ""fraction"": 0.012689821629380411}, {""value"": ""24.69"", ""count"": 1371, ""fraction"": 0.012534398741988865}, {""value"": ""26.17"", ""count"": 1371, ""fraction"": 0.012534398741988865}, {""value"": ""26.91"", ""count"": 1307, ""fraction"": 0.01194927728357363}]",5.55,999.0,
289,FC60_,Estimated Functional Capacity,Estimated Functional Capacity,continuous,Measured or calculated continuous quantity,derived,11.5,[126],"[{""code"": ""99900"", ""label"": ""Don’t know/Not Sure/Refused/Missing""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,156,"[{""value"": ""3.92"", ""count"": 4529, ""fraction"": 0.013802246026787755}, {""value"": ""4.42"", ""count"": 4523, ""fraction"": 0.013783960869763969}, {""value"": ""4.3"", ""count"": 4515, ""fraction"": 0.013759580660398922}, {""value"": ""4.11"", ""count"": 4478, ""fraction"": 0.013646822192085574}, {""value"": ""3.98"", ""count"": 4478, ""fraction"": 0.013646822192085574}, {""value"": ""4.04"", ""count"": 4194, ""fraction"": 0.012781324759626374}, {""value"": ""4.23"", ""count"": 4186, ""fraction"": 0.012756944550261325}, {""value"": ""4.55"", ""count"": 4177, ""fraction"": 0.012729516814725646}, {""value"": ""4.49"", ""count"": 4122, ""fraction"": 0.012561902875340942}, {""value"": ""4.17"", ""count"": 4094, ""fraction"": 0.012476572142563274}]","[{""value"": ""4.11"", ""count"": 1541, ""fraction"": 0.014088627615904332}, {""value"": ""3.92"", ""count"": 1521, ""fraction"": 0.013905777160149572}, {""value"": ""3.98"", ""count"": 1466, ""fraction"": 0.013402938406823979}, {""value"": ""4.3"", ""count"": 1434, ""fraction"": 0.013110377677616362}, {""value"": ""4.42"", ""count"": 1434, ""fraction"": 0.013110377677616362}, {""value"": ""4.04"", ""count"": 1389, ""fraction"": 0.01269896415216815}, {""value"": ""4.17"", ""count"": 1388, ""fraction"": 0.012689821629380411}, {""value"": ""4.23"", ""count"": 1371, ""fraction"": 0.012534398741988865}, {""value"": ""4.49"", ""count"": 1371, ""fraction"": 0.012534398741988865}, {""value"": ""4.61"", ""count"": 1307, ""fraction"": 0.01194927728357363}]",0.95,999.0,
290,ACTIN11_,Estimated Activity Intensity for First Activity,Estimated Activity Intensity for First Activity,categorical,A small set of documented response categories,derived,11.6,[127],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.33849482682432536,0.33811792025891624,0.0003769065654091186,4,"[{""value"": ""1"", ""count"": 134506, ""fraction"": 0.409910555106892}, {""value"": ""<MISSING>"", ""count"": 111072, ""fraction"": 0.33849482682432536}, {""value"": ""2"", ""count"": 71632, ""fraction"": 0.2183003946546391}, {""value"": ""0"", ""count"": 10925, ""fraction"": 0.03329422341414357}]","[{""value"": ""1.0"", ""count"": 44670, ""fraction"": 0.40839649292825864}, {""value"": ""<MISSING>"", ""count"": 36983, ""fraction"": 0.33811792025891624}, {""value"": ""2.0"", ""count"": 24049, ""fraction"": 0.21986853052231234}, {""value"": ""0.0"", ""count"": 3677, ""fraction"": 0.0336170562905128}]",0.0,2.0,
